58001	1331387968	0
58001	1331387969	0
58001	1331387970	0
58001	1331387971	0
58001	1331387973	1
58001	1331387974	0
58001	1331387975	1
58001	1331387977	2
58001	1331387978	1
58001	1331387979	0
58001	1331387980	1
58001	1331387981	1
58001	1331387982	0
58001	1331387983	2
58001	1331387984	0
58001	1331387985	0
58001	1331387987	0
58001	1331387988	0
58001	1331387989	0
58001	1331387990	0
58001	1331387991	1
58001	1331387992	0
58001	1331387993	1
58001	1331387994	0
58001	1331387996	0
58001	1331387998	0
58001	1331387999	0
58001	1331388002	0
58001	1331388003	0
58001	1331388004	0
58001	1331388005	0
58001	1331388006	0
58001	1331388007	0
58001	1331388008	1
58001	1331388009	1
58001	1331388010	0
58001	1331388011	0
58001	1331388012	0
58001	1331388013	1
58001	1331388015	0
58001	1331388016	0
58001	1331388017	0
58001	1331388018	1
58001	1331388019	0
58001	1331388020	0
58001	1331388021	0
58001	1331388022	0
58001	1331388023	0
58001	1331388024	1
58001	1331388025	0
58001	1331388026	0
58001	1331388030	0
58001	1331388032	1
58001	1331388033	0
58001	1331388034	0
58001	1331388036	0
58001	1331388037	0
58001	1331388038	0
58001	1331388039	0
58001	1331388040	0
58001	1331388041	0
58001	1331388043	0
58001	1331388044	0
58001	1331388045	1
58001	1331388046	0
58001	1331388047	0
58001	1331388050	0
58001	1331388051	1
58001	1331388053	0
58001	1331388054	1
58001	1331388056	0
58001	1331388057	0
58001	1331388058	0
58001	1331388059	0
58001	1331388060	0
58001	1331388061	0
58001	1331388062	0
58001	1331388063	0
58001	1331388064	0
58001	1331388065	1
58001	1331388066	0
58001	1331388067	0
58001	1331388070	0
58001	1331388071	1
58001	1331388072	1
58001	1331388073	0
58001	1331388074	1
58001	1331388075	1
58001	1331388076	2
58001	1331388077	0
58001	1331388078	0
58001	1331388079	0
58001	1331388080	2
58001	1331388081	0
58001	1331388082	0
58001	1331388083	1
58001	1331388084	0
58001	1331388085	0
58001	1331388086	1
58001	1331388087	0
58001	1331388088	0
58001	1331388089	0
58001	1331388090	0
58001	1331388091	0
58001	1331388092	2
58001	1331388093	1
58001	1331388094	0
58001	1331388095	0
58001	1331388096	1
58001	1331388097	0
58001	1331388098	1
58001	1331388099	0
58001	1331388100	1
58001	1331388101	0
58001	1331388102	0
58001	1331388103	1
58001	1331388104	1
58001	1331388105	1
58001	1331388106	0
58001	1331388107	0
58001	1331388108	1
58001	1331388109	0
58001	1331388111	0
58001	1331388112	1
58001	1331388114	0
58001	1331388115	0
58001	1331388116	0
58001	1331388117	0
58001	1331388118	1
58001	1331388120	0
58001	1331388121	0
58001	1331388122	0
58001	1331388124	0
58001	1331388125	0
58001	1331388127	1
58001	1331388128	0
58001	1331388130	1
58001	1331388131	1
58001	1331388132	0
58001	1331388133	0
58001	1331388134	0
58001	1331388135	0
58001	1331388136	0
58001	1331388138	0
58001	1331388139	1
58001	1331388140	0
58001	1331388141	0
58001	1331388142	0
58001	1331388143	0
58001	1331388144	0
58001	1331388146	0
58001	1331388147	1
58001	1331388149	0
58001	1331388150	0
58001	1331388151	0
58001	1331388152	0
58001	1331388153	0
58001	1331388154	1
58001	1331388155	1
58001	1331388157	0
58001	1331388158	0
58001	1331388159	0
58001	1331388160	0
58001	1331388161	0
58001	1331388162	1
58001	1331388163	0
58001	1331388164	0
58001	1331388165	0
58001	1331388166	0
58001	1331388169	0
58001	1331388172	0
58001	1331388174	2
58001	1331388175	0
58001	1331388176	1
58001	1331388177	0
58001	1331388178	0
58001	1331388180	1
58001	1331388182	0
58001	1331388183	0
58001	1331388185	1
58001	1331388186	0
58001	1331388187	1
58001	1331388188	1
58001	1331388189	0
58001	1331388190	0
58001	1331388191	0
58001	1331388192	1
58001	1331388193	0
58001	1331388194	0
58001	1331388195	1
58001	1331388197	1
58001	1331388198	0
58001	1331388199	1
58001	1331388200	1
58001	1331388201	0
58001	1331388202	2
58001	1331388203	1
58001	1331388205	0
58001	1331388206	0
58001	1331388207	0
58001	1331388208	1
58001	1331388209	1
58001	1331388210	0
58001	1331388211	1
58001	1331388212	0
58001	1331388213	1
58001	1331388214	0
58001	1331388215	0
58001	1331388216	0
58001	1331388217	1
58001	1331388218	1
58001	1331388219	0
58001	1331388220	1
58001	1331388223	0
58001	1331388224	0
58001	1331388225	0
58001	1331388226	0
58001	1331388228	0
58001	1331388229	0
58001	1331388230	1
58001	1331388231	0
58001	1331388232	2
58001	1331388233	0
58001	1331388234	1
58001	1331388235	0
58001	1331388236	0
58001	1331388237	1
58001	1331388238	0
58001	1331388240	0
58001	1331388241	1
58001	1331388242	0
58001	1331388244	0
58001	1331388245	0
58001	1331388246	0
58001	1331388247	1
58001	1331388248	0
58001	1331388249	0
58001	1331388250	0
58001	1331388251	0
58001	1331388252	0
58001	1331388253	0
58001	1331388256	0
58001	1331388257	0
58001	1331388258	0
58001	1331388259	0
58001	1331388260	1
58001	1331388261	2
58001	1331388262	0
58001	1331388263	0
58001	1331388265	0
58001	1331388266	1
58001	1331388267	1
58001	1331388268	0
58001	1331388269	1
58001	1331388270	1
58001	1331388271	0
58001	1331388272	1
58001	1331388273	0
58001	1331388275	0
58001	1331388276	0
58001	1331388277	1
58001	1331388278	0
58001	1331388279	0
58001	1331388280	0
58001	1331388281	1
58001	1331388282	0
58001	1331388283	0
58001	1331388284	1
58001	1331388285	0
58001	1331388287	0
58001	1331388288	0
58001	1331388289	2
58001	1331388290	1
58001	1331388291	0
58001	1331388292	0
58001	1331388293	0
58001	1331388295	0
58001	1331388296	1
58001	1331388297	0
58001	1331388298	0
58001	1331388300	2
58001	1331388301	1
58001	1331388302	0
58001	1331388303	0
58001	1331388304	1
58001	1331388305	2
58001	1331388306	0
58001	1331388307	1
58001	1331388308	1
58001	1331388309	1
58001	1331388312	1
58001	1331388313	1
58001	1331388314	2
58001	1331388315	0
58001	1331388318	0
58001	1331388320	0
58001	1331388321	1
58001	1331388323	0
58001	1331388324	1
58001	1331388325	0
